,Company,Year,SECTOR,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,profit,ESG_Exposure,ESG_Managed,ESG_Class,BVE,ESG_Index
563,PKG,2023,8,Materials,187.2208862304688,181.3272857666016,8.52,3997300,89625,759000,31.417,14.192,3.0,44.60027894002789,-1.6664188837561984
564,PLD,2020,9,Real Estate,96.97662353515624,110.0337982177734,2.02,31971547,728323,1473122,24.4,14.452,2.0,43.89748367139305,-2.3067268341339284
565,PLD,2021,9,Real Estate,150.7033843994141,110.3625183105469,3.97,33426873,739363,2933571,24.158,14.29,1.667,45.210367573167716,-2.43896475185934
566,PLD,2022,9,Real Estate,119.4278869628906,118.2366638183594,4.28,53237282,785675,3358796,24.6,16.103,1.0,67.75992872370891,-2.5210435581900694
567,PLD,2023,9,Real Estate,128.1587829589844,111.3498306274414,3.3,53181724,924351,3053373,25.417,15.932,2.167,57.534122860255465,-2.1073649798616048
568,PM,2020,2,Consumer Staples,73.751953125,83.47660827636719,5.16,-12567000,1557000,8036000,44.15,16.574,5.0,-8.071290944123314,-0.2564331524799828
569,PM,2021,2,Consumer Staples,82.17523193359375,87.54258728027344,5.83,-10106000,1558000,9083000,43.625,20.012,5.0,-6.486521181001284,-0.055989634602023226
570,PM,2022,2,Consumer Staples,89.6791763305664,91.2310562133789,5.82,-8957000,1550000,9024000,43.096,19.639,5.0,-5.7787096774193545,-0.10493815393963819
571,PM,2023,2,Consumer Staples,89.20516204833984,100.0283279418945,5.02,-11225000,1552000,7791000,46.788,20.261,5.0,-7.232603092783505,0.10712748363652846
572,PNC,2020,4,Financials,153.1314544677734,167.7261962890625,16.99,54010000,427000,7249000,39.017,18.19,5.0,126.48711943793911,-0.38904796433444794
573,PNC,2021,4,Financials,165.3397064208984,142.2089233398438,12.71,55695000,426000,5409000,39.85,17.29,5.0,130.7394366197183,-0.4092301343157674
574,PNC,2022,4,Financials,117.7519302368164,117.7325820922852,13.86,45774000,412000,5708000,38.9,16.46,5.0,111.10194174757281,-0.5076064038542594
575,PNC,2023,4,Financials,156.8457489013672,152.4549102783203,12.8,51105000,401000,5126000,41.775,16.292,5.0,127.44389027431421,-0.3851271771911201
576,PNW,2020,10,Utilities,68.5529556274414,69.83130645751953,4.89,5633503,112666,550559,66.683,38.468,5.0,50.001801785809384,2.2212849620512696
577,PNW,2021,10,Utilities,68.74537658691406,65.14353942871094,5.48,5906200,112910,618720,64.85,37.378,5.0,52.30891860774068,2.064915793382115
578,PNW,2022,10,Utilities,73.1705551147461,76.11006164550781,4.27,6048647,113196,483602,62.767,34.722,5.833,53.43516555355313,2.07072957347613
579,PNW,2023,10,Utilities,72.17940521240234,74.70664978027344,4.42,6177664,113442,501557,62.65,31.792,7.0,54.45658574425698,2.2606347742422037
580,PPG,2020,8,Materials,141.3385009765625,160.3239288330078,4.47,5689000,236800,1059000,54.25,25.799,5.667,24.024493243243242,1.036822149529615
581,PPG,2021,8,Materials,125.0512161254883,109.5149154663086,6.06,6286000,237600,1439000,53.975,28.473,5.0,26.456228956228955,0.977760272812453
582,PPG,2022,8,Materials,129.8484954833984,144.8426055908203,4.34,6592000,236100,1026000,53.646,29.213,5.0,27.92037272342228,1.010876819939786
583,PPG,2023,8,Materials,143.5251312255859,125.276725769043,5.38,7832000,236000,1270000,52.483,27.206,5.0,33.186440677966104,0.8256469452391207
584,PSX,2020,3,Energy,70.78878784179688,75.35164642333984,-9.06,18984000,439530,-3983000,54.463,24.239,5.833,43.19159101767797,0.9997390388107636
585,PSX,2021,3,Energy,78.55117797851562,75.34681701660156,2.97,19166000,440028,1306000,54.762,22.66,6.833,43.556319143327244,1.2419288148635788
586,PSX,2022,3,Energy,95.99444580078124,91.22612762451172,23.36,29494000,471497,11014000,54.75,25.444,5.0,62.55395050233618,0.8156674571662942
587,PSX,2023,3,Energy,160.8895874023438,140.0569000244141,15.56,30583000,450136,7004000,58.738,24.555,6.5,67.94168873407148,1.4400113754274109
588,PWR,2020,6,Industrials,87.35478210449219,89.92636108398438,3.15,4344181,141380,445596,50.604,13.312,7.0,30.726984014712123,0.49299643619342975
589,PWR,2021,6,Industrials,130.9170532226562,124.7561950683594,3.45,5112301,140824,485956,51.854,15.725,7.0,36.302767994091916,0.7088139556523294
590,PWR,2022,6,Industrials,166.2327728271484,195.9699401855469,3.42,5383464,143488,491189,52.062,16.9,7.0,37.51856601248885,0.7953046651701196
591,PWR,2023,6,Industrials,259.619140625,253.9131317138672,5.13,6272241,145222,744689,59.15,22.153,7.0,43.19070801944609,1.4678486808298898
592,RSG,2020,6,Industrials,94.59375,105.1885681152344,3.03,8483900,319300,967200,33.75,9.998,5.0,26.570310053241467,-1.1692415385901773
593,RSG,2021,6,Industrials,128.09033203125,126.9481201171875,4.05,8978900,318800,1290400,33.167,11.609,5.0,28.164680050188206,-1.0909604856526858
594,RSG,2022,6,Industrials,132.6106262207031,150.7676544189453,4.7,9686000,316500,1487600,33.25,12.087,5.0,30.60347551342812,-1.0558503557499779
595,RSG,2023,6,Industrials,190.3754730224609,193.2593383789062,5.47,10542300,316200,1731000,35.496,14.711,4.833,33.34060721062619,-0.8353692667653841
596,SHW,2020,8,Materials,238.3067016601562,264.574462890625,7.48,3610800,271278,2030400,51.7,21.785,5.333,13.310331099462545,0.5452219218026688
597,SHW,2021,8,Materials,243.7261047363281,219.1309051513672,7.1,2437200,262500,1864400,51.7,22.287,5.0,9.284571428571429,0.4676381138841144
598,SHW,2022,8,Materials,221.5613861083984,262.4414978027344,7.83,3102100,258000,2020100,52.933,24.094,5.0,12.023643410852713,0.6430393050725004
599,SHW,2023,8,Materials,345.7721862792969,297.7555236816406,9.35,3715800,255400,2388800,51.008,21.97,5.0,14.54894283476899,0.4147846253601454
600,SLB,2020,3,Energy,25.52323150634766,30.1887264251709,-7.57,12071000,1390000,-10518000,46.668,22.103,5.0,8.684172661870504,0.22200759601592945
601,SLB,2021,3,Energy,39.45564651489258,34.26112747192383,1.34,15004000,1400000,1881000,48.767,24.551,5.0,10.717142857142857,0.4795265977166303
602,SLB,2022,3,Energy,47.59349822998047,47.83816146850586,2.43,17685000,1416000,3441000,49.1,25.936,5.0,12.489406779661017,0.5855523106482816
603,SLB,2023,3,Energy,54.15428924560547,46.88111877441406,2.95,20189000,1425000,4203000,47.025,25.895,5.0,14.167719298245615,0.4865443751552121
604,SO,2020,10,Utilities,54.05415725708008,53.17457580566406,2.95,28263000,1058000,3119000,61.875,29.629,7.0,26.71361058601134,2.083215820613738
605,SO,2021,10,Utilities,65.70694732666016,65.28456115722656,2.26,28165000,1061000,2393000,61.912,28.803,7.0,26.545711592836945,2.030920220723056
606,SO,2022,10,Utilities,65.54357147216797,66.86508178710938,3.28,30408000,1075000,3524000,63.338,30.293,7.0,28.286511627906975,2.194551922719873
607,SO,2023,10,Utilities,70.34468078613281,76.86641693115234,3.64,31444000,1092000,3976000,63.954,31.045,7.0,28.794871794871796,2.272322520989372
608,SPG,2020,9,Real Estate,93.86322021484376,107.6494216918945,3.59,3039472,308738,1109227,25.65,10.463,3.0,9.844826357623615,-2.1779822651066367
609,SPG,2021,9,Real Estate,113.3891906738281,82.85027313232422,6.84,3361452,328587,2246294,25.65,10.882,3.0,10.230021272904892,-2.1505832991347438
610,SPG,2022,9,Real Estate,102.4917831420898,107.2852249145508,6.52,3138524,327817,2136198,25.913,11.651,3.0,9.574012330049998,-2.0880882254427573
611,SPG,2023,9,Real Estate,152.4774322509766,149.8257446289062,6.98,3022834,326808,2279789,26.375,12.738,3.0,9.24957161391398,-1.995560612770944
612,SPGI,2020,4,Financials,342.2258911132812,398.9908447265625,9.71,509000,241000,2339000,29.65,16.455,3.0,2.112033195020747,-1.6004670418476705
613,SPGI,2021,4,Financials,400.917724609375,330.0846557617188,12.56,2032000,240800,3024000,29.65,16.917,3.0,8.438538205980066,-1.5702562488189962
614,SPGI,2022,4,Financials,340.0367736816406,396.4169006347656,10.25,36388000,316900,3248000,33.525,19.483,3.0,114.82486588829283,-1.2225745362903766
615,SPGI,2023,4,Financials,423.6702270507813,445.0583190917969,8.25,34200000,318400,2626000,34.375,20.313,3.0,107.41206030150754,-1.1288405265634551
616,STLD,2020,8,Materials,47.92302703857422,56.56475830078125,2.61,4345164,211140,550822,52.925,18.595,7.0,20.579539641943732,0.9462056664426821
617,STLD,2021,8,Materials,80.20401763916016,63.85012817382812,15.67,6304641,205115,3214066,56.233,21.342,7.0,30.737103576042706,1.2794015960089384
618,STLD,2022,8,Materials,110.5749740600586,106.9472503662109,21.06,8130357,183393,3862674,55.325,22.015,7.0,44.33297345045885,1.2812582399248504
619,STLD,2023,8,Materials,147.2156677246094,129.0236358642578,14.72,8866666,166552,2450882,54.592,21.751,7.0,53.23662279648398,1.2299671652039377
620,SYK,2020,5,Health Care,234.535659790039,250.7386627197266,4.26,13084000,375500,1599000,47.792,12.294,7.0,34.84420772303595,0.29588771950593595
621,SYK,2021,5,Health Care,259.9974365234375,193.9529113769531,5.29,14877000,377000,1994000,47.217,13.95,7.0,39.46153846153846,0.3774827629389379
622,SYK,2022,5,Health Care,281.1280212402344,301.2593078613281,6.23,16616000,378200,2358000,48.296,18.396,6.167,43.9344262295082,0.44211116949114126
623,SYK,2023,5,Health Care,356.214111328125,339.45068359375,8.34,18593000,379600,3165000,48.5,20.033,5.0,48.98050579557429,0.17169374907698742
624,T,2020,1,Communication Services,17.28549194335938,16.82184600830078,-0.75,161673000,7157000,-5369000,38.271,19.18,3.0,22.58949280424759,-1.022066457684505
625,T,2021,1,Communication Services,14.84472179412842,17.9057674407959,2.77,166332000,7168000,19874000,38.567,18.947,3.333,23.204799107142858,-0.9131512937870929
626,T,2022,1,Communication Services,17.20447540283203,14.46098041534424,-1.13,97500000,7166000,-8064000,40.15,18.057,5.0,13.605916829472509,-0.3451482071473041
627,T,2023,1,Communication Services,16.78646469116211,18.52399444580078,1.97,103297000,7181000,14192000,43.142,19.85,5.0,14.3847653530149,-0.08900514445001598
628,TAP,2020,2,Consumer Staples,46.89361572265625,49.22224426269531,-4.38,12365000,216800,-949000,38.925,20.458,3.0,57.034132841328415,-0.908135962736215
629,TAP,2021,2,Consumer Staples,49.67739105224609,51.10893630981445,4.63,13417100,217100,1005700,39.367,20.622,3.0,61.80147397512667,-0.876892996757162
630,TAP,2022,2,Consumer Staples,49.49716186523438,63.55023193359375,-0.81,12689700,216900,-175300,40.638,19.906,4.5,58.50484094052559,-0.36736657802239364
631,TAP,2023,2,Consumer Staples,66.22364044189453,50.40690231323242,4.39,13196000,216000,948900,41.417,19.781,5.0,61.092592592592595,-0.17359612775584107
632,TDY,2020,7,Information Technology,413.6499938964844,418.8299865722656,10.88,3228600,36952,401900,51.65,14.137,7.0,87.37280796709244,0.5955023185165202
633,TDY,2021,7,Information Technology,472.6300048828125,375.1099853515625,9.54,7622000,46692,445300,51.65,13.428,7.0,163.23995545275423,0.5491398677430787
634,TDY,2022,7,Information Technology,447.3599853515625,411.1099853515625,16.82,8169200,46913,788600,51.65,14.124,7.0,174.13510114467206,0.5946522312667957
635,TDY,2023,7,Information Technology,429.3200073242188,387.9800109863281,18.71,9221200,47332,885700,52.225,16.584,7.0,194.81957238232062,0.7822078893619822
636,TER,2020,7,Information Technology,120.0121459960938,132.2187805175781,4.72,2210805,166120,784147,32.1,11.405,5.0,13.308481820370817,-1.1538332285301314
637,TER,2021,7,Information Technology,116.9578247070312,88.66829681396484,6.15,2563956,164960,1014589,32.6,13.552,3.333,15.542895247332687,-1.542941145379224
638,TER,2022,7,Information Technology,106.8243255615234,110.7322463989258,4.52,2451294,158434,715501,32.175,14.861,3.0,15.472019894719567,-1.587483756687127
639,TER,2023,7,Information Technology,112.5997619628906,148.1624450683594,2.91,2525897,154310,448752,33.05,16.5,3.0,16.368978031235823,-1.4396875985436821
640,TFX,2020,5,Health Care,408.0662536621094,394.9732055664063,7.21,3336457,46488,335324,46.35,17.338,5.0,71.77028480468078,-0.10434446287238187
641,TFX,2021,5,Health Care,349.797607421875,242.6032257080078,10.38,3754748,46774,485374,46.075,17.061,5.0,80.27425492795143,-0.13522407490602545
642,TFX,2022,5,Health Care,251.0052032470703,240.1773223876953,7.74,4021968,46898,363139,46.4,17.015,5.0,85.75990447353831,-0.1231447315559079
643,TFX,2023,5,Health Care,225.4575653076172,209.9850616455078,7.58,4440988,46981,356328,46.75,17.18,5.0,94.52731955471361,-0.09610725327659826
644,TMUS,2020,1,Communication Services,123.7772979736328,143.0813751220703,2.68,65344000,1144206,3064000,38.3,11.643,5.0,57.108597577708906,-0.8504499844100987
645,TMUS,2021,1,Communication Services,126.8003616333008,132.9156036376953,2.42,69102000,1247155,3024000,38.717,13.29,5.0,55.4077079432789,-0.7233922455884323
646,TMUS,2022,1,Communication Services,143.0912475585938,137.2229614257812,2.07,69656000,1249764,2590000,42.0,17.316,5.0,55.7353228289501,-0.30772137386754855
647,TMUS,2023,1,Communication Services,161.9532623291016,175.5091247558594,7.02,64715000,1185122,8317000,45.417,20.383,5.0,54.6061924426346,0.05145984350192546
648,TRGP,2020,3,Energy,29.50805282592773,41.45907974243164,-7.26,2653900,232200,-1684800,48.1,11.756,7.0,11.429371231696813,0.2750053458523556
649,TRGP,2021,3,Energy,70.89067840576172,56.39120483398438,-0.07,2011800,228600,-16100,48.183,14.504,7.0,8.800524934383201,0.4585537878223591
650,TRGP,2022,3,Energy,69.99061584472656,73.35356140136719,3.95,2665700,227300,896800,52.242,18.35,7.0,11.727672679278486,0.8984781568386908
651,TRGP,2023,3,Energy,110.0093841552734,127.2380905151367,3.69,2739700,224600,835800,54.963,21.552,7.0,12.19813000890472,1.2341770750513883
652,TROW,2020,4,Financials,148.3805541992188,172.2532653808594,10.08,7707000,228800,2307400,39.75,16.44,5.0,33.68444055944056,-0.46945502199394645
653,TROW,2021,4,Financials,135.7817840576172,102.9377288818359,13.25,9022700,226600,3002400,39.296,20.053,3.0,39.81774051191527,-0.9173966662305538
654,TROW,2022,4,Financials,105.5930709838867,105.9824905395508,6.73,8839500,226000,1521800,38.275,21.405,3.0,39.11283185840708,-0.8763850649353321
655,TROW,2023,4,Financials,119.351203918457,114.0833969116211,7.78,9505100,224100,1744300,38.421,20.872,3.0,42.41454707719768,-0.9044609428491476
656,TRV,2020,4,Financials,139.4330749511719,139.5549621582031,10.56,29201000,253500,2678000,39.65,17.242,5.0,115.19132149901381,-0.4216534376301996
657,TRV,2021,4,Financials,173.2388610839844,161.1873321533203,14.63,28887000,248500,3635000,39.137,19.732,3.333,116.24547283702213,-0.8353582212431545
658,TRV,2022,4,Financials,165.9855499267578,169.0487518310547,11.91,21560000,237000,2822000,39.879,19.846,4.167,90.9704641350211,-0.5169350636296328
659,TRV,2023,4,Financials,227.9672241210937,202.3373870849609,12.93,24921000,229700,2969000,40.475,19.851,5.0,108.49368741837179,-0.21274882229770448
660,TXN,2020,7,Information Technology,170.3970489501953,174.4327697753906,6.07,9187000,921000,5568000,46.421,28.482,3.0,9.975027144408251,-0.035452160200092654
661,TXN,2021,7,Information Technology,169.3206787109375,142.7316284179688,8.42,13333000,923000,7736000,48.442,29.392,3.5,14.445287107258938,0.2836551802696261
662,TXN,2022,7,Information Technology,176.5090942382812,172.0424346923828,9.55,14577000,916000,8709000,49.033,28.334,4.833,15.913755458515285,0.6838794903114177
663,TXN,2023,7,Information Technology,170.4992218017578,191.8887481689453,7.17,16897000,908000,6476000,47.133,26.083,5.0,18.609030837004404,0.5038515852092643
664,TXT,2020,6,Industrials,55.8599853515625,68.52618408203125,1.35,5845000,226400,309000,56.975,18.944,7.0,25.81713780918728,1.1570387619000555
665,TXT,2021,6,Industrials,74.17835998535156,60.92183685302734,3.33,6815000,216900,746000,57.038,21.513,7.0,31.420009220839095,1.3279537043923062
666,TXT,2022,6,Industrials,70.52088165283203,67.54399108886719,4.05,7113000,212809,861000,56.325,22.24,7.0,33.42433825637074,1.342393886593483
667,TXT,2023,6,Industrials,95.88688659667967,85.84002685546875,4.57,6987000,201532,921000,56.2,22.48,7.0,34.66943214973305,1.3522849802854737
668,TYL,2020,7,Information Technology,424.5299987792969,452.3699951171875,4.87,1986111,40035,194820,28.05,8.051,4.167,49.60936680404646,-1.837358677548148
669,TYL,2021,7,Information Technology,444.8900146484375,332.4800109863281,3.95,2324032,40848,161458,28.508,8.904,3.333,56.89463376419898,-2.036841304308692
670,TYL,2022,7,Information Technology,354.6400146484375,416.4700012207031,3.95,2624389,41544,164240,31.938,12.132,3.333,63.17131234353938,-1.6665285895325093
671,TYL,2023,7,Information Technology,425.010009765625,502.7799987792969,3.95,2937995,42024,165919,33.05,13.354,3.0,69.91231201218352,-1.6454087129770352
672,UAL,2020,6,Industrials,57.54000091552734,52.29000091552734,-22.67,5960000,311845,-7069000,50.412,19.556,6.5,19.112058875402845,0.7266055803334761
673,UAL,2021,6,Industrials,46.36000061035156,35.41999816894531,-6.07,5029000,323811,-1964000,50.45,19.466,7.0,15.53066449255893,0.8882655818378562
674,UAL,2022,6,Industrials,44.25,54.86999893188477,2.25,6896000,326930,737000,50.175,20.366,6.5,21.093200379286085,0.7685703993705861
675,UAL,2023,6,Industrials,47.88000106811523,48.65999984741211,7.98,9324000,327800,2618000,49.65,20.927,5.0,28.444173276388042,0.2835395831603418
676,UBER,2020,6,Industrials,54.5099983215332,50.11999893188477,-3.86,12266000,1752960,-6768000,42.7,8.99,6.667,6.997307411464038,-0.26695934820639944
677,UBER,2021,6,Industrials,35.68000030517578,20.45999908447266,-0.26,14458000,1892546,-496000,42.575,13.524,5.0,7.639444430941176,-0.5289922915629923
678,UBER,2022,6,Industrials,31.70000076293945,43.16999816894531,-4.64,7340000,1972131,-9141000,45.15,15.96,5.0,3.721862290081136,-0.2501608290820378
679,UBER,2023,6,Industrials,76.98999786376953,72.68000030517578,0.93,11249000,2035651,1887000,45.1,17.873,5.0,5.525996352026944,-0.12738835062450307
680,UDR,2020,9,Real Estate,38.24028015136719,43.11752700805664,0.2,3234200,294545,60036,26.95,11.743,3.0,10.980325586922202,-2.033931989121795
681,UDR,2021,9,Real Estate,51.62860870361328,41.68796920776367,0.49,3442874,300326,145787,26.75,13.658,3.0,11.46378934890752,-1.9179921177278128
682,UDR,2022,9,Real Estate,38.09723663330078,40.26675796508789,0.26,4098085,321671,82512,26.75,14.428,3.0,12.739988994966907,-1.8676407960133559
683,UDR,2023,9,Real Estate,36.20392608642578,40.26154327392578,1.34,3991144,328765,439505,28.317,14.897,3.0,12.139808069593784,-1.7642280524490557
684,UNH,2020,5,Health Care,353.9952392578125,382.340576171875,16.28,65491000,946000,15403000,33.05,12.144,5.0,69.22938689217759,-1.0614075697397116
685,UNH,2021,5,Health Care,492.0182495117188,497.0158386230469,18.33,71760000,943000,17285000,33.321,13.082,4.667,76.09756097560975,-1.0979002350396843
686,UNH,2022,5,Health Care,461.7933654785156,471.332275390625,21.54,77772000,934000,20120000,33.7,16.202,3.0,83.2676659528908,-1.428999525185236
687,UNH,2023,5,Health Care,490.6759338378906,507.1087036132813,24.12,88756000,928000,22381000,33.2,17.9,3.0,95.64224137931035,-1.3411763511636767
688,VLO,2020,3,Energy,62.01907348632812,68.6739273071289,-3.5,18801000,407000,-1426000,53.2,17.331,6.667,46.19410319410319,0.7659069896972058
689,VLO,2021,3,Energy,92.90778350830078,98.35852813720705,2.27,18430000,407000,924000,53.2,24.783,5.0,45.28255528255528,0.7004887630047981
690,VLO,2022,3,Energy,132.3113098144531,111.9873123168945,29.05,23561000,395000,11485000,53.225,22.672,7.0,59.64810126582279,1.2267328856564093
691,VLO,2023,3,Energy,167.1254425048828,154.652587890625,24.93,26346000,353000,8808000,56.675,25.177,6.833,74.63456090651557,1.4953252148709886
692,VMC,2020,8,Materials,163.8865814208984,169.42578125,4.41,6027300,132578,584500,46.725,13.817,6.833,45.462293894914694,0.2905748900142095
693,VMC,2021,8,Materials,179.8418884277344,139.4195098876953,5.05,6545000,132800,670800,46.325,17.281,5.0,49.28463855421687,-0.10923233345868248
694,VMC,2022,8,Materials,169.5030670166016,223.2655792236328,4.33,6928600,133000,575600,47.6,18.48,5.0,52.09473684210526,0.02836068009421259
695,VMC,2023,8,Materials,271.9673767089844,248.2414855957031,7.02,7483400,133000,933200,46.988,17.568,5.167,56.266165413533834,-0.004315931913276606
696,VRSN,2020,7,Information Technology,198.759994506836,227.6900024414062,7.08,-1390198,115058,814888,33.85,10.471,5.0,-12.082584435675919,-1.1336691811540116
697,VRSN,2021,7,Information Technology,222.4600067138672,167.3300018310547,7.01,-1260500,112015,784800,33.85,11.667,5.0,-11.25295719323305,-1.0554611541793484
698,VRSN,2022,7,Information Technology,211.3300018310547,225.9700012207031,6.24,-1562200,107900,673800,34.9,13.31,5.0,-14.478220574606116,-0.8992794760580475
699,VRSN,2023,7,Information Technology,189.509994506836,177.8000030517578,7.91,-1581000,103400,817600,35.25,13.859,5.0,-15.290135396518375,-0.8471317282484112
700,VST,2020,10,Utilities,16.05085182189941,16.97767639160156,1.3,8371000,488668,636000,64.7,21.222,9.0,17.130239753779662,2.327739423815015
701,VST,2021,10,Utilities,21.79195976257324,21.58075523376465,-2.69,8291000,482215,-1295000,66.879,27.955,7.167,17.193575479817095,2.2614203285248164
702,VST,2022,10,Utilities,23.19853401184082,25.57514190673828,-3.26,4902000,422447,-1377000,68.7,32.922,7.0,11.60382249134211,2.6153836922413682
703,VST,2023,10,Utilities,69.23027801513672,85.75697326660156,3.82,5307000,351457,1343000,70.433,36.253,7.0,15.0999980082912,2.9136525646860916
704,VTR,2020,9,Real Estate,46.90261077880859,50.62515640258789,1.18,10180167,373368,439149,27.525,13.843,3.0,27.265772642540334,-1.86991720871129
705,VTR,2021,9,Real Estate,56.12135696411133,47.07161331176758,0.13,10854385,382785,49008,27.25,15.219,3.0,28.356348864244943,-1.7927049573761058
706,VTR,2022,9,Real Estate,40.88901901245117,45.04238510131836,-0.12,10152968,399549,-47447,27.3,14.859,3.0,25.411070982532806,-1.8139247051550016
707,VTR,2023,9,Real Estate,42.712646484375,50.81000137329102,-0.1,9488058,401809,-40973,29.967,17.01,3.0,23.613353608306433,-1.5494588918144412
708,VZ,2020,1,Communication Services,46.782470703125,45.55947113037109,4.3,67842000,4140000,17801000,37.383,18.161,3.667,16.38695652173913,-0.9087714165532785
709,VZ,2021,1,Communication Services,42.83939743041992,43.19382476806641,5.32,81790000,4148000,22065000,37.3,19.3,3.0,19.717936354869817,-1.0592958412266296
710,VZ,2022,1,Communication Services,34.49592208862305,33.50660705566406,5.06,91144000,4202000,21256000,39.479,21.388,3.0,21.69062351261304,-0.8216039093613532
711,VZ,2023,1,Communication Services,39.95273971557617,39.92935562133789,2.76,92430000,4211000,11614000,41.35,22.826,3.0,21.94965566373783,-0.6407145002019446
712,WAB,2020,6,Industrials,77.50624084472656,80.69725036621094,2.18,10123000,189900,413000,44.095,14.212,5.364,53.30700368615061,-0.2927520234390887
713,WAB,2021,6,Industrials,94.68063354492188,80.941650390625,2.96,10201000,187700,558000,43.85,11.588,7.0,54.347362812999464,0.06672356094108363
714,WAB,2022,6,Industrials,100.1445617675781,108.8546524047852,3.46,10102000,182200,633000,43.6,18.865,5.333,55.444566410537874,-0.02174379748808222
715,WAB,2023,6,Industrials,145.294189453125,157.8634948730469,4.54,10487000,178800,815000,44.0,20.702,5.0,58.65212527964206,0.006538855253672582
716,WEC,2020,10,Utilities,83.35799407958984,79.85563659667969,3.8,10500100,315400,1199900,60.3,27.602,7.0,33.29137603043754,1.8775520089513638
717,WEC,2021,10,Utilities,91.57994842529295,93.07803344726562,4.12,10943600,315400,1300300,58.112,26.948,6.5,34.69752694990488,1.5674322742832068
718,WEC,2022,10,Utilities,89.63709259033203,84.14686584472656,4.46,11407300,315400,1408100,51.55,24.07,5.0,36.16772352568167,0.5772674600328322
719,WEC,2023,10,Utilities,80.4509506225586,77.69312286376953,4.22,11754600,315400,1331700,54.117,26.71,5.0,37.26886493341788,0.8690673724168473
720,WELL,2020,9,Real Estate,64.46551513671875,75.46353912353516,2.36,15972719,415451,978844,27.55,12.885,3.0,38.44669768516624,-1.9314015349304101
721,WELL,2021,9,Real Estate,89.29673767089844,77.04573822021484,0.79,17636001,424976,336138,27.721,16.167,3.0,41.498816403749856,-1.7088489357606138
722,WELL,2022,9,Real Estate,68.67591857910156,78.12564086914062,0.31,20294814,462185,141214,27.9,15.893,3.0,43.910585588022116,-1.718456514269021
723,WELL,2023,9,Real Estate,92.26415252685548,103.6086883544922,0.66,25404376,515629,340094,29.6,16.738,3.0,49.26871064272956,-1.58428242624022
724,WRB,2020,4,Financials,30.99058723449707,30.66146850585937,1.89,6310802,280386,530670,40.575,12.938,5.0,22.507550305650067,-0.6601568053589149
725,WRB,2021,4,Financials,42.19078063964844,43.31221771240234,3.69,6653011,277430,1022490,40.8,16.401,5.0,23.98086364127888,-0.4232615557216282
726,WRB,2022,4,Financials,39.98527908325195,38.57362747192383,4.99,6748332,276852,1381062,40.842,18.493,5.0,24.37523297646396,-0.28451315072200994
727,WRB,2023,4,Financials,58.42885971069336,51.98313903808594,5.1,7455431,271000,1381359,40.85,18.972,5.0,27.510815498154983,-0.25281932435107757
728,WST,2020,5,Health Care,279.3973083496094,356.2658386230469,4.68,1854500,73900,346200,28.45,9.301,3.0,25.094722598105548,-2.123983712242656
729,WST,2021,5,Health Care,408.0519104003906,300.5555419921875,8.89,2335400,74400,661800,28.45,9.15,3.0,31.38978494623656,-2.1338578026048416
730,WST,2022,5,Health Care,345.0601196289062,381.1878662109375,7.87,2684900,74400,585900,28.533,9.682,3.0,36.08736559139785,-2.0952165410494312
731,WST,2023,5,Health Care,395.0216674804688,328.9946899414062,7.98,2881000,74300,593400,28.525,9.818,3.0,38.77523553162853,-2.0866947013757
732,WY,2020,9,Real Estate,30.45541572570801,29.59599113464355,1.07,8731000,746931,797000,37.9,18.644,3.0,11.689165398142533,-1.0743389928048468
733,WY,2021,9,Real Estate,33.50717544555664,30.47076606750488,3.48,10767000,749496,2607000,38.655,21.238,3.0,14.365653719299369,-0.8696648292439796
734,WY,2022,9,Real Estate,28.15187263488769,32.35020446777344,2.53,10749000,741904,1880000,38.929,21.414,3.0,14.488397420690548,-0.8454361638255427
735,WY,2023,9,Real Estate,35.31162261962891,28.19894981384277,1.15,10236000,731654,839000,39.538,22.678,3.0,13.990219420655118,-0.7345101643690857
736,XEL,2020,10,Utilities,59.60015869140625,59.4759521484375,2.79,14575000,527000,1473000,67.833,38.529,5.0,27.656546489563567,2.278659820825347
737,XEL,2021,10,Utilities,66.49108123779297,65.64726257324219,2.96,15612000,539000,1597000,67.171,38.34,5.0,28.964749536178108,2.235569100088292
738,XEL,2022,10,Utilities,63.86454391479492,59.34652709960938,3.18,16675000,547000,1736000,57.25,33.594,5.0,30.484460694698356,1.4646632667059833
739,XEL,2023,10,Utilities,52.64177703857422,52.87137985229492,3.21,17616000,552000,1771000,59.296,33.894,5.0,31.91304347826087,1.5792613005212872
740,XOM,2020,3,Energy,48.07781219482422,55.24362182617188,-5.25,157150000,4274286,-22440000,68.854,35.772,7.0,36.766374547702235,2.8088980540215798
741,XOM,2021,3,Energy,75.49546813964844,79.15132141113281,5.39,168577000,4274583,23040000,68.833,33.819,7.0,39.43706321762848,2.680213918021755
742,XOM,2022,3,Energy,104.2166748046875,102.7106094360352,13.26,195049000,4203620,55740000,67.625,30.822,7.0,46.40024550268578,2.42815761277301
743,XOM,2023,3,Energy,114.2417297363281,114.1924819946289,8.89,204802000,4050619,36010000,71.929,31.458,8.5,50.56066739429208,3.166892845564075
744,XYL,2020,6,Industrials,100.9679641723633,115.4827575683594,1.41,2968000,180100,254000,46.55,28.975,3.0,16.479733481399222,0.002774279119466393
